model,threshold,sensitivity,specificity,precision,f1,balanced_accuracy,fp,fn
XGBoost,0.05,0.9823529411764705,0.9192982456140351,0.8789473684210526,0.9277777777777778,0.9508255933952527,23,3
XGBoost,0.06,0.9764705882352941,0.9298245614035088,0.8924731182795699,0.9325842696629213,0.9531475748194014,20,4
XGBoost,0.07,0.9764705882352941,0.9333333333333333,0.8972972972972973,0.9352112676056338,0.9549019607843137,19,4
XGBoost,0.08,0.9764705882352941,0.9368421052631579,0.9021739130434783,0.9378531073446328,0.956656346749226,18,4
XGBoost,0.09,0.9764705882352941,0.9368421052631579,0.9021739130434783,0.9378531073446328,0.956656346749226,18,4
XGBoost,0.1,0.9705882352941176,0.9438596491228071,0.9116022099447514,0.9401709401709402,0.9572239422084623,16,5
XGBoost,0.11,0.9705882352941176,0.9473684210526315,0.9166666666666666,0.9428571428571428,0.9589783281733746,15,5
XGBoost,0.12,0.9705882352941176,0.9508771929824561,0.9217877094972067,0.9455587392550143,0.9607327141382869,14,5
XGBoost,0.13,0.9705882352941176,0.9508771929824561,0.9217877094972067,0.9455587392550143,0.9607327141382869,14,5
XGBoost,0.14,0.9705882352941176,0.9543859649122807,0.9269662921348315,0.9482758620689655,0.9624871001031992,13,5
XGBoost,0.15,0.9705882352941176,0.9543859649122807,0.9269662921348315,0.9482758620689655,0.9624871001031992,13,5
XGBoost,0.16,0.9705882352941176,0.9543859649122807,0.9269662921348315,0.9482758620689655,0.9624871001031992,13,5
XGBoost,0.17,0.9705882352941176,0.9578947368421052,0.9322033898305084,0.9510086455331412,0.9642414860681114,12,5
XGBoost,0.18,0.9705882352941176,0.9578947368421052,0.9322033898305084,0.9510086455331412,0.9642414860681114,12,5
XGBoost,0.19,0.9705882352941176,0.9578947368421052,0.9322033898305084,0.9510086455331412,0.9642414860681114,12,5
XGBoost,0.2,0.9705882352941176,0.9578947368421052,0.9322033898305084,0.9510086455331412,0.9642414860681114,12,5
XGBoost,0.21,0.9705882352941176,0.9649122807017544,0.9428571428571428,0.9565217391304348,0.967750257997936,10,5
XGBoost,0.22,0.9705882352941176,0.9649122807017544,0.9428571428571428,0.9565217391304348,0.967750257997936,10,5
XGBoost,0.23,0.9705882352941176,0.9649122807017544,0.9428571428571428,0.9565217391304348,0.967750257997936,10,5
XGBoost,0.24,0.9705882352941176,0.9649122807017544,0.9428571428571428,0.9565217391304348,0.967750257997936,10,5
XGBoost,0.25,0.9705882352941176,0.9649122807017544,0.9428571428571428,0.9565217391304348,0.967750257997936,10,5
XGBoost,0.26,0.9705882352941176,0.9649122807017544,0.9428571428571428,0.9565217391304348,0.967750257997936,10,5
XGBoost,0.27,0.9705882352941176,0.9649122807017544,0.9428571428571428,0.9565217391304348,0.967750257997936,10,5
XGBoost,0.28,0.9647058823529412,0.968421052631579,0.9479768786127167,0.956268221574344,0.9665634674922601,9,6
