sample_index,outcome,Feature,SHAP,AbsSHAP,Rank
190,FN,mean compactness,-1.3776907139374013,1.3776907139374013,7
190,FN,mean concavity,0.987157433206336,0.987157433206336,8
190,FN,worst compactness,-0.7283213568769337,0.7283213568769337,9
190,FN,worst concave points,0.6790249358460612,0.6790249358460612,10
190,FN,radius error,-0.6648795093065684,0.6648795093065684,11
190,FN,texture error,-0.5650154950439543,0.5650154950439543,12
190,FN,concave points error,0.4177504372165008,0.4177504372165008,13
190,FN,mean concave points,0.4137057477608461,0.4137057477608461,14
190,FN,mean symmetry,-0.4043782565826909,0.4043782565826909,15
190,FN,mean texture,0.3895399294237596,0.3895399294237596,16
190,FN,concavity error,-0.34518544151360364,0.34518544151360364,17
190,FN,perimeter error,-0.3344462358245723,0.3344462358245723,18
190,FN,worst smoothness,0.31554306994340187,0.31554306994340187,19
190,FN,mean smoothness,0.3027812473229507,0.3027812473229507,20
190,FN,area error,-0.26376091156988346,0.26376091156988346,21
190,FN,worst area,-0.24344239431879738,0.24344239431879738,22
190,FN,worst fractal dimension,0.209495134410767,0.209495134410767,23
190,FN,worst radius,-0.14790409312381197,0.14790409312381197,24
190,FN,mean fractal dimension,-0.08396824663590749,0.08396824663590749,25
190,FN,mean area,-0.07162260793816412,0.07162260793816412,26
190,FN,worst perimeter,-0.05102390131431371,0.05102390131431371,27
190,FN,smoothness error,0.05065575706339409,0.05065575706339409,28
190,FN,mean perimeter,0.018100571278501974,0.018100571278501974,29
190,FN,mean radius,-0.005801364147754514,0.005801364147754514,30
